Attractiveness,Distinctiveness,Friendliness,Trustworthiness,First memory,Familiarity,How many facts,Occupation,Common Name,Common Surname
0.875241594732083,0.878851938041063,0.808526351322438,0.860962760527597,0.961533324188888,0.974772733612475,0.81361319872436,0.828511851295116,0.894993556566754,0.873028273236696
1.00094076470098,0.846195833052878,0.815919842593565,0.823225527840735,0.818728873490545,0.780656542638412,0.876705077206316,0.914888044826657,0.853509883552269,1.14059354816254
0.919495542850267,0.723158280019353,0.721566390571165,0.774355718933347,0.96639056418159,0.904342231790738,0.809440494048086,0.714645793233649,0.745313038598985,1.04448098583112
1.02353050098095,0.790750419177854,0.779678149653851,0.898375437891118,1.13717700852468,0.777104664707667,0.899958871878635,0.756450474583018,0.851803908191478,0.86633938652539
1.00426671409446,1.12600911253467,1.07517987544812,1.15822183650919,0.782278795742528,1.38519071555631,1.18567066753844,1.31678460676424,1.05882962288378,1.15194849245706
0.849007137084833,0.77379625391898,0.817322671169397,0.733531200333216,0.778944576904044,0.941403772650815,0.752748416320719,0.977933175357586,0.834485862203924,0.892231309160888
0.783886462695288,0.684566215123923,0.712064510237763,0.680741806537928,0.681452992915183,0.771452863299408,0.772664537192718,0.692525680751195,0.7005867841298,0.726356653954843
0.6995850056923,0.740411807822814,0.726422534508153,0.772571800676891,0.750099832372371,0.695721616409498,0.789352518201023,0.75400755971447,0.666081194429717,0.745585842662946
0.74343979935058,0.665782261917664,0.698713394261868,0.692012176925876,0.717014888355642,0.725425303442959,0.743269531579063,0.738021462676716,0.703733089785391,0.736760193080534
0.75496561869191,0.744058594047789,0.87008384185025,0.818637877368885,0.704428723277589,0.747953040716993,0.69302730492577,0.852843023684975,0.831456065558086,0.792285325825004
0.999246202657528,0.829875648302522,0.956062524375739,0.842882291234446,0.867071094190165,0.770723661541962,0.957148095285196,0.827192614179274,0.871933728558133,1.01905179000497
0.785789016685915,0.720825639390622,0.79667311027805,0.92627613980009,0.910466744038482,0.824781301082288,0.930030127461792,0.716272450098716,0.913177373600135,1.02217990123832
1.01799720996184,0.621981099928234,0.728604651163187,0.673516863148896,0.700123893637362,0.767877584769992,0.671963680014414,0.752615837970325,0.703490604856488,0.720190718775636
0.982379257738406,0.897174554644884,0.908707440437922,0.788590888784357,0.978270028658244,0.932185159421112,0.909702633010121,0.762273140425108,0.867908633282013,0.885459105224958
1.0003124955443,0.806270852046737,0.880737134246129,0.712632242610707,0.762430752873505,0.707654529196935,0.736430195408572,0.947005201907254,0.86574936671554,0.743020901949027
0.680905114276417,0.701311613436414,0.615258595931274,0.752397997252956,0.657534339934743,0.853802753895631,0.698837738996758,0.711365623982252,0.740619715699495,0.773994336797987
0.734010997196084,0.712132135677457,0.750286897147912,0.729132164317217,0.715979215403842,0.738450137697398,0.724107548242938,0.969313760211953,0.765263469046918,0.811329516173357
0.734207996492993,0.616387584298839,0.673262008640146,0.642066170494218,0.686635935602681,0.606612588830883,0.714015974749744,0.700202113751204,0.726664100260678,0.654954104110584
